Country,Year,Happiness_Score,GDP_per_Capita,Social_Support,Healthy_Life_Expectancy,Freedom,Generosity,Corruption_Perception,Unemployment_Rate,Education_Index,Population,Urbanization_Rate,Life_Satisfaction,Public_Trust,Mental_Health_Index,Income_Inequality,Public_Health_Expenditure,Climate_Index,Work_Life_Balance,Internet_Access,Crime_Rate,Political_Stability,Employment_Rate
France,2011,5.24,39640.74,0.32,57.83,0.76,0.38,0.98,10.6,0.81,593111744,56.14,8.1,0.09,52.61,48.74,5.14,49.28,3.64,59.94,31.75,0.39,96.78
USA,2016,7.9,52926.29,0.65,75.32,0.3,-0.12,0.54,5.26,0.67,1073193285,70.9,7.94,0.22,95.59,52.74,2.94,83.7,4.76,75.17,10.63,0.21,81.06
UK,2019,4.75,13623.74,0.71,71.27,0.81,0.48,0.42,6.88,0.99,993238902,89.55,8.19,0.91,46.63,20.13,3.29,84.78,4.89,46.87,54.32,0.24,63.11
Germany,2006,5.26,58350.48,0.78,67.55,0.53,0.29,0.86,9.54,0.95,995056376,54.58,5.38,0.23,81.42,20.62,7.25,63.81,7.31,91.31,60.7,0.58,59.39
Australia,2018,3.67,9424.31,0.56,71.84,0.79,-0.01,0.97,8.56,0.78,602803832,36.78,6.24,0.35,93.15,38.34,8.49,56.78,4.02,67.73,34.71,0.86,64.72
Brazil,2017,3.24,6966.39,0.4,57.29,0.28,0.12,0.13,8.28,0.89,499376679,82.07,7.47,0.05,45.04,46.15,5.75,74.62,4.9,41.35,71.1,0.4,86.56
USA,2008,6.88,7620.48,0.97,77.79,0.51,0.01,0.58,4.37,0.95,1395823778,58.59,5.95,0.63,41.73,51.76,4.6,69.04,3.46,69.56,62.0,0.94,81.51
India,2018,5.85,34814.55,0.61,83.19,0.56,-0.09,0.79,18.44,0.62,1052768927,89.22,4.35,0.56,59.99,37.89,4.69,76.71,8.09,50.15,52.06,0.05,60.52
Australia,2018,6.8,47077.49,0.73,81.19,0.94,0.0,0.53,2.54,0.79,1445345310,63.05,4.68,0.96,87.4,57.61,6.78,51.42,7.35,50.77,59.27,0.83,91.27
China,2020,3.75,22633.36,0.34,61.25,0.27,0.21,0.41,9.92,0.74,1489443890,31.77,6.99,0.89,83.04,52.6,5.74,85.18,5.62,73.02,63.86,0.34,97.1
UK,2011,5.86,58695.86,0.67,64.21,0.94,0.38,0.66,19.65,0.89,397096209,59.5,5.88,0.51,89.33,24.11,2.01,52.17,5.58,52.45,46.89,0.87,86.35
USA,2023,4.27,26630.79,0.26,78.29,0.8,0.05,0.27,13.88,0.69,1160767481,73.08,4.03,0.61,63.85,37.61,8.17,59.31,4.0,51.77,37.85,0.92,52.98
Canada,2006,4.14,9876.46,0.25,70.83,0.73,0.04,0.35,8.4,0.85,828506961,31.56,7.83,0.41,99.63,59.8,3.14,39.27,5.31,69.75,18.8,0.7,80.12
France,2014,3.06,28492.04,0.71,69.18,0.79,0.13,0.99,4.63,0.7,641768184,54.81,6.08,0.13,61.97,36.4,7.4,89.88,8.44,52.95,38.35,0.36,95.01
France,2022,3.65,41063.19,0.52,82.43,0.61,0.25,0.64,19.35,0.56,463236894,39.33,5.57,0.87,88.32,35.45,4.75,75.1,3.83,46.08,48.51,0.46,65.02
Brazil,2021,4.55,50101.32,0.68,68.76,0.24,0.33,0.87,2.25,0.55,62088613,68.59,7.57,0.55,61.05,31.76,6.62,46.47,7.59,62.45,76.35,0.55,78.1
India,2009,3.58,28067.33,0.27,68.02,0.19,0.03,0.81,14.26,0.56,162150052,87.44,6.28,0.43,53.11,39.46,8.84,89.62,3.28,42.86,20.84,0.46,60.9
Brazil,2016,7.93,36022.8,0.6,51.47,0.87,0.21,0.65,17.84,0.52,752273413,67.48,7.47,0.07,60.2,49.19,3.23,79.34,4.87,89.79,62.99,0.79,92.27
Canada,2010,4.54,16773.34,0.44,52.43,0.73,0.07,0.84,2.45,0.77,1361113436,71.69,4.07,0.67,51.56,21.9,8.22,60.95,8.08,64.83,26.85,0.77,91.76
Germany,2013,3.65,39109.08,0.6,50.26,0.21,0.3,0.29,15.05,0.84,1102204661,53.79,4.05,0.4,47.75,53.43,2.31,99.29,5.67,40.72,76.99,0.01,67.49
India,2024,4.0,59172.34,0.29,81.96,0.62,-0.08,0.64,19.98,0.56,319526526,63.79,6.8,0.25,61.84,56.7,9.37,53.6,7.22,52.36,51.64,0.15,66.79
South Africa,2005,5.94,3894.16,0.72,64.29,0.45,-0.02,0.59,13.51,0.81,189340853,62.63,8.91,0.88,48.81,51.24,3.61,36.97,3.62,92.68,40.29,0.36,50.0
Germany,2019,3.32,53305.31,0.81,66.4,0.16,0.1,0.62,9.46,0.8,1246121432,75.58,5.36,0.18,70.14,56.63,8.36,81.34,7.1,67.3,34.28,0.67,65.24
India,2010,7.31,34174.67,0.26,79.59,0.53,0.42,0.17,17.74,0.57,1333338390,81.41,7.41,0.52,42.12,23.8,2.54,82.99,7.91,59.74,24.14,0.23,87.51
India,2023,7.81,15873.82,0.3,71.32,0.28,0.2,0.28,11.98,0.7,1291066858,69.77,4.86,0.8,65.88,38.0,4.62,34.13,7.83,57.33,60.01,0.32,51.37
Canada,2022,4.23,57338.49,0.66,71.33,0.1,0.48,0.29,15.49,0.88,563009753,88.79,5.56,0.85,97.48,22.84,7.07,87.36,5.63,62.93,54.52,0.46,59.73
China,2010,5.25,29517.9,0.7,60.38,0.47,-0.13,0.6,12.58,0.51,89199048,79.7,4.39,0.82,61.53,53.47,7.27,84.32,8.42,51.65,72.31,0.59,85.05
Canada,2017,3.11,20569.72,0.7,79.19,0.59,0.12,0.97,2.69,0.57,1049224501,37.48,8.4,0.9,48.26,58.1,7.59,95.07,6.45,81.2,51.81,0.9,81.1
India,2005,6.2,11708.36,0.68,55.8,0.05,0.09,0.95,5.84,1.0,185974895,60.45,5.55,0.14,58.31,31.91,4.81,38.3,7.91,67.96,21.89,0.8,97.36
USA,2017,5.07,15422.68,0.39,51.86,0.4,0.22,0.23,3.42,0.87,441478217,84.19,5.15,0.94,87.48,41.42,7.33,72.06,4.28,81.33,57.8,0.36,68.75
Germany,2011,4.35,50138.09,0.39,56.71,0.26,0.37,0.3,3.92,0.73,989865326,86.64,7.65,0.01,58.82,31.91,5.43,45.36,4.26,53.99,71.52,0.77,56.4
Canada,2019,4.03,37250.19,0.25,59.37,0.03,0.39,0.04,2.28,0.81,175390119,52.81,5.0,0.26,63.01,35.15,6.53,57.96,7.53,40.08,79.33,0.83,81.91
China,2016,6.27,54881.49,0.16,59.88,0.13,0.27,0.4,9.58,0.92,1168341581,73.54,5.2,0.08,87.33,39.06,6.38,48.56,6.88,93.14,57.95,0.52,53.79
UK,2005,5.08,14686.14,0.69,73.47,0.14,0.25,0.83,5.22,0.92,390368207,54.63,4.52,0.95,55.63,51.63,3.35,61.45,7.06,68.16,30.27,0.3,55.6
Brazil,2019,3.9,8147.18,0.09,57.62,0.18,0.46,0.92,17.4,0.66,1321564306,37.42,8.81,0.42,68.7,25.88,8.77,37.9,4.42,44.39,49.58,0.94,77.26
India,2008,6.45,1359.16,0.94,73.68,0.8,0.07,0.24,15.5,0.75,773849762,83.08,5.24,0.32,43.79,26.28,8.94,51.25,5.4,45.71,46.05,0.96,72.65
South Africa,2017,5.83,30963.86,0.83,53.19,0.44,0.38,0.27,12.32,0.82,526968684,85.92,8.98,0.17,50.44,28.07,3.63,34.96,4.55,63.91,45.84,0.22,62.65
UK,2009,7.29,59900.11,0.86,55.15,0.15,0.45,0.22,10.8,0.54,1037774395,60.29,4.88,0.16,52.57,22.13,5.33,64.43,3.41,78.24,15.5,0.79,72.94
France,2006,3.59,42002.95,0.91,67.81,0.1,0.14,0.35,6.61,0.97,673663592,31.1,4.1,0.61,67.81,45.74,5.72,50.77,4.22,61.82,23.62,0.04,91.68
Australia,2005,6.93,19195.28,0.41,82.27,0.3,0.31,0.8,10.55,0.72,253405931,78.96,8.48,0.05,89.26,27.59,6.39,71.32,8.97,85.11,46.69,0.0,84.8
China,2020,6.37,52734.66,0.85,80.08,0.8,0.06,0.65,13.54,0.69,886862020,58.62,6.9,0.59,61.27,37.5,2.18,61.95,4.4,58.1,65.87,0.35,71.83
South Africa,2010,3.58,47121.61,0.16,83.91,0.36,-0.09,0.79,16.08,0.95,621200454,34.5,5.76,0.77,62.83,47.42,8.07,47.07,3.96,42.51,22.73,0.46,64.94
Australia,2020,6.47,1909.49,0.02,72.77,0.16,0.21,0.58,3.47,0.56,785095538,41.36,6.57,0.6,58.06,37.96,8.9,37.21,7.18,40.46,21.5,0.55,77.94
China,2018,5.21,49194.77,0.78,73.65,0.4,-0.06,0.26,14.75,0.52,1034743783,39.13,5.3,0.83,59.23,56.24,3.14,82.73,6.61,87.27,63.19,0.38,50.14
USA,2007,7.72,18731.08,0.07,71.88,0.56,0.12,0.23,15.37,0.84,982142197,71.18,7.17,0.27,64.21,50.77,9.17,74.32,7.48,94.15,58.34,0.13,85.19
Brazil,2019,3.71,9830.73,0.99,71.8,0.03,0.41,0.01,12.06,0.69,1277240224,47.96,7.08,0.08,93.96,30.92,8.81,32.31,6.92,47.3,43.96,0.34,88.52
UK,2007,6.21,14353.52,0.67,55.15,0.63,-0.14,0.78,5.86,0.88,690221334,37.66,4.4,0.72,41.46,25.22,6.34,99.26,4.34,43.41,13.53,0.82,55.84
Germany,2006,4.91,28646.21,0.75,69.03,0.4,-0.18,0.85,11.71,0.53,1191791827,85.06,8.55,0.83,77.48,55.78,4.2,74.97,6.01,90.29,43.09,0.34,69.33
China,2005,7.78,26067.21,0.25,63.51,0.01,0.22,0.77,11.05,0.69,377235795,87.39,6.3,0.5,93.26,35.88,3.66,44.5,4.06,45.54,68.44,0.59,56.96
Germany,2013,4.65,18044.35,0.67,65.49,0.67,0.03,0.07,10.56,0.62,530697074,38.31,4.98,0.82,65.02,35.3,5.91,88.83,4.52,52.56,10.74,0.68,95.54
Brazil,2013,7.81,11160.88,0.04,68.33,0.71,0.09,0.76,10.29,0.87,998083188,43.81,5.54,0.46,79.05,52.4,6.06,91.75,8.92,84.09,17.18,0.73,89.65
India,2011,7.51,45971.62,0.84,54.49,0.63,0.08,0.05,3.99,0.61,1315602395,65.53,8.33,0.2,75.14,20.37,7.21,70.16,7.37,94.89,66.65,0.49,50.96
France,2007,4.35,59416.48,0.17,62.58,0.34,-0.14,0.11,5.29,0.73,906550060,39.03,5.92,0.47,60.32,38.04,8.41,91.99,7.7,66.73,46.76,0.13,96.58
UK,2022,7.02,46889.7,0.7,52.22,0.53,-0.2,0.44,3.75,0.91,92180784,39.52,6.81,0.22,48.25,48.57,9.48,32.04,3.18,51.59,56.36,0.9,56.81
Brazil,2015,7.98,18460.28,0.22,84.29,0.39,0.43,0.48,6.36,0.96,514831274,50.19,8.74,0.47,53.18,53.95,8.37,96.16,5.29,86.62,62.15,0.26,54.03
Brazil,2011,4.26,15443.73,0.07,54.15,0.7,-0.05,0.82,6.74,0.86,1167361722,86.95,7.26,0.15,43.45,55.41,9.27,34.0,6.33,61.69,31.01,0.34,51.57
USA,2013,5.18,13842.29,0.48,59.05,0.58,0.1,0.68,6.41,0.71,187617861,87.75,7.38,0.19,85.88,38.63,5.99,74.97,3.9,55.0,30.85,0.77,87.95
Australia,2005,5.6,9065.01,0.17,81.2,0.08,0.48,0.15,5.8,0.79,1351509689,80.51,5.24,0.88,71.97,53.91,2.31,54.21,8.09,66.97,28.48,0.76,94.41
France,2018,4.47,33528.5,0.73,66.89,0.64,0.38,0.23,15.24,0.84,1120221830,71.74,7.34,0.12,87.14,21.43,2.41,32.75,3.84,87.07,21.71,0.9,54.59
UK,2024,3.08,36718.62,0.24,54.75,0.69,-0.12,0.29,16.73,0.94,848840383,73.24,5.97,0.22,57.41,32.22,4.15,95.05,6.82,52.82,31.33,0.03,97.2
India,2010,4.1,42624.66,0.34,63.45,0.37,0.16,0.12,7.89,0.94,227881429,58.17,8.56,1.0,88.28,20.42,6.91,39.48,6.32,63.31,76.7,0.87,65.16
India,2011,4.41,41132.59,0.57,54.06,0.88,0.31,0.29,7.49,0.97,960498872,61.81,4.65,0.58,58.55,26.62,4.68,89.76,8.1,64.43,16.02,0.79,82.58
Canada,2014,5.22,18247.67,0.28,57.01,0.84,0.29,0.73,17.19,0.91,145932487,68.07,5.43,0.59,47.28,48.99,3.33,53.12,4.87,85.8,26.84,0.53,97.34
Brazil,2011,3.86,20488.35,0.38,51.82,0.18,0.33,0.24,13.23,0.57,1253521485,73.88,4.33,0.84,72.03,20.18,8.8,81.88,4.7,77.18,32.26,0.16,50.41
China,2006,7.37,41209.36,0.82,65.34,0.9,0.12,0.84,7.28,0.87,164298355,35.81,5.9,0.52,96.72,40.92,9.88,47.8,8.08,82.93,20.77,0.54,76.25
USA,2008,6.52,21617.41,0.18,78.23,0.44,-0.08,0.47,14.85,0.91,466006656,43.49,4.74,0.22,64.86,36.56,2.13,70.84,4.33,78.14,15.42,0.19,81.49
France,2021,3.43,13544.77,0.08,70.51,0.72,0.13,0.32,8.2,0.94,607424868,87.78,8.23,0.42,70.92,24.91,2.72,85.97,7.48,72.6,21.33,0.96,67.83
India,2005,6.25,23085.83,0.33,71.22,0.81,0.25,0.41,12.56,0.96,1463796476,50.11,8.63,0.76,67.08,47.43,5.99,69.63,4.15,47.28,46.95,0.71,55.28
UK,2014,6.27,17052.97,0.42,57.02,0.51,0.23,0.71,19.87,0.75,585208420,46.11,7.35,0.87,67.45,47.72,4.7,51.46,8.25,85.81,51.77,0.6,79.81
Canada,2023,7.78,6210.45,0.54,62.04,0.4,-0.15,0.52,7.43,0.83,600772365,55.31,4.52,0.27,52.86,49.05,8.26,46.34,8.03,73.4,25.07,0.81,52.26
UK,2019,3.02,49978.2,0.37,79.58,0.92,-0.15,0.01,18.75,0.5,1053132358,47.46,5.71,0.26,65.35,50.61,7.23,42.24,7.72,78.56,45.27,0.53,94.33
USA,2014,4.24,51333.57,0.79,53.07,0.23,0.48,0.92,7.77,0.79,41416176,35.47,8.82,0.33,69.81,32.6,2.55,88.72,5.95,82.83,10.44,0.06,72.18
China,2023,7.64,13965.27,0.04,80.03,0.26,-0.09,0.07,11.73,0.74,431233141,42.48,4.68,0.6,84.69,59.77,6.36,72.77,3.2,57.14,52.14,0.26,93.69
Canada,2016,7.66,4821.56,0.43,66.93,0.36,0.01,0.94,10.28,0.98,646994494,68.41,6.78,0.28,48.39,22.92,4.69,65.61,3.79,64.05,10.09,0.98,90.15
Canada,2020,6.6,44590.82,0.38,79.3,0.86,0.34,0.03,16.1,0.95,670021126,43.39,5.76,0.89,74.3,45.91,9.72,47.47,5.74,69.77,54.99,0.85,50.17
Australia,2013,6.83,13480.19,0.65,61.13,0.94,0.09,0.77,3.1,0.9,1361124910,68.86,9.0,0.98,79.73,58.83,5.8,60.36,3.26,58.86,43.83,0.93,72.04
France,2019,3.46,24212.69,0.97,61.86,0.22,-0.07,0.53,13.29,0.53,130519410,36.0,5.43,0.68,62.97,28.97,9.42,73.4,3.38,54.22,17.65,0.1,92.61
Canada,2021,5.57,4783.98,0.51,76.31,0.86,0.13,0.51,15.69,0.7,914829161,32.51,4.24,0.97,72.95,31.12,2.24,35.03,3.75,82.73,16.19,0.25,67.87
Australia,2018,4.16,14349.91,0.99,77.47,0.26,0.2,0.07,10.5,0.85,1329874472,81.69,7.51,0.29,82.64,43.04,2.83,55.25,4.57,81.46,10.48,0.06,65.51
Australia,2022,3.91,47781.23,0.3,58.04,0.97,0.12,0.24,3.9,0.51,293956759,75.6,5.63,0.82,67.91,51.25,5.09,46.77,7.5,85.75,48.62,0.82,82.91
USA,2006,7.05,48459.39,0.03,84.05,0.6,0.44,0.78,6.41,0.62,1498632780,69.96,7.29,0.68,60.0,33.16,9.1,75.26,3.29,78.32,66.46,0.17,83.84
Germany,2008,3.68,13218.0,0.17,52.96,0.01,-0.0,0.89,14.23,0.94,833692025,31.85,4.52,0.26,89.48,53.47,6.36,72.44,8.9,57.15,69.96,0.41,80.87
UK,2022,5.34,20818.92,0.4,52.4,0.03,0.26,0.53,18.12,0.56,407769735,44.36,6.62,0.32,99.33,29.64,8.59,50.96,4.64,57.99,49.85,0.27,67.44
China,2011,7.69,8920.07,0.32,70.84,0.15,-0.12,0.35,9.59,0.53,1329958177,78.74,5.88,0.49,53.0,54.97,4.27,32.91,4.92,69.03,72.1,0.93,53.05
South Africa,2017,3.93,5376.19,0.1,75.3,0.19,0.07,0.06,12.09,0.79,689169820,38.68,6.68,0.79,93.36,30.12,2.89,42.8,4.49,85.96,70.34,0.61,94.3
UK,2019,7.89,59538.13,0.43,83.63,0.77,0.32,0.68,6.11,0.97,496737323,78.77,8.27,0.87,72.73,44.7,3.97,41.2,6.61,59.05,58.88,0.8,65.23
Canada,2005,7.97,39680.04,0.34,64.17,0.22,-0.04,0.28,9.42,0.92,1453777041,65.05,8.86,0.63,66.88,34.31,7.16,69.79,3.12,82.13,35.42,0.6,88.19
China,2015,5.78,32983.69,0.12,50.89,0.97,0.21,0.06,8.06,0.99,307148241,74.42,7.77,0.72,93.59,32.87,8.97,41.85,3.56,56.81,67.9,0.61,66.88
India,2014,3.85,46164.41,0.3,71.1,0.64,-0.09,0.67,13.8,0.88,710871082,68.67,7.83,0.26,94.62,34.16,5.64,63.76,3.59,58.62,37.42,0.38,73.75
Germany,2009,4.58,50564.55,0.89,60.14,0.69,-0.13,0.49,19.72,0.72,1144993868,55.02,6.64,0.74,56.36,39.97,3.55,73.02,6.99,81.38,38.23,0.24,67.94
India,2020,5.12,48596.17,0.3,65.15,0.22,0.17,0.01,16.64,0.97,1121818601,47.52,4.49,0.6,61.5,53.8,7.1,91.57,4.98,77.32,57.47,0.35,53.9
India,2015,4.55,1975.83,0.71,67.1,0.89,0.27,0.11,5.46,0.71,543515342,70.36,7.34,0.22,91.12,50.37,3.58,47.15,5.62,51.45,74.95,0.29,65.81
France,2010,4.4,12021.67,0.61,52.26,0.67,-0.12,0.7,12.4,0.68,1020740261,78.41,4.74,0.95,69.45,37.97,6.56,43.01,8.7,85.49,45.0,0.69,95.87
UK,2013,7.86,39639.41,0.43,67.01,0.86,0.44,0.06,3.2,0.72,1420017775,32.68,5.23,0.51,57.28,31.29,2.82,42.13,4.2,83.15,22.4,0.42,55.3
South Africa,2017,3.77,23169.8,0.24,64.92,0.96,-0.04,0.87,6.44,0.91,285724414,52.79,7.54,0.79,97.73,54.17,8.49,55.23,3.42,83.86,19.97,0.55,76.68
USA,2012,6.67,58966.48,0.37,74.94,0.13,-0.12,0.31,5.1,0.96,1343729398,51.04,7.28,0.53,53.02,54.81,8.44,75.44,5.65,65.87,31.16,0.77,96.48
South Africa,2018,3.0,40258.88,0.59,72.6,0.1,-0.06,0.09,8.04,0.68,721004157,63.57,5.57,0.93,76.62,38.15,6.33,77.03,3.98,58.08,42.04,0.27,50.98
India,2005,5.98,57436.39,0.35,56.48,0.8,-0.08,0.76,14.22,0.73,468497415,36.84,7.86,0.14,65.67,47.83,2.31,44.77,3.87,86.74,30.84,0.42,53.32
Canada,2021,7.58,12885.34,0.21,57.21,0.87,-0.14,0.52,10.99,0.95,141062515,86.01,8.7,0.55,67.08,34.77,4.24,39.19,5.46,72.35,59.83,0.52,93.64
Germany,2009,4.44,51973.46,0.12,58.79,0.58,0.36,0.31,18.79,0.52,634441218,62.91,6.73,0.03,46.36,25.96,3.11,61.41,7.02,91.2,47.99,0.05,85.31
Brazil,2006,3.93,19959.79,0.88,56.26,0.37,0.15,0.41,5.83,0.89,77816548,85.43,7.39,0.2,55.43,32.86,6.19,39.88,4.46,53.96,38.47,0.15,76.18
South Africa,2013,6.26,59384.32,0.44,73.0,0.65,0.07,0.02,8.56,0.73,898571998,79.02,5.36,0.28,50.02,47.28,2.81,86.9,8.26,93.66,24.94,0.06,75.76
India,2008,6.56,10303.63,0.63,84.81,0.31,0.47,0.66,7.94,0.69,1104024974,41.5,8.85,0.47,84.98,50.78,8.96,35.87,5.17,60.86,52.38,0.75,96.79
Germany,2021,6.44,31464.05,0.49,72.82,0.24,0.06,0.37,6.25,0.72,79491278,37.94,5.37,0.82,81.86,54.07,8.8,82.65,8.6,61.15,57.19,0.3,51.01
China,2021,4.6,47777.83,0.87,71.23,0.49,-0.08,0.71,19.88,0.71,577353921,81.68,8.44,0.47,87.65,20.71,3.25,32.99,5.95,53.13,64.89,0.42,62.98
UK,2022,4.26,26525.91,0.55,64.35,0.22,-0.01,0.63,8.97,0.88,1058234155,62.17,8.64,0.56,81.96,39.46,7.56,86.49,7.36,93.08,79.36,0.67,65.21
Australia,2020,7.78,28616.96,0.48,60.94,0.48,-0.03,0.65,18.93,0.96,194639674,31.18,7.6,0.92,47.72,30.96,7.57,73.9,8.09,42.18,26.19,0.97,55.74
France,2012,7.62,59194.99,0.92,81.89,0.96,0.15,0.79,9.03,0.75,605440228,86.05,8.06,0.76,98.72,47.36,5.17,52.57,6.18,66.03,11.06,0.81,67.15
Germany,2015,5.29,26093.18,0.72,83.92,0.84,0.0,0.63,5.67,0.92,610534792,58.38,6.29,0.05,51.31,29.81,3.22,58.39,8.1,60.1,45.03,0.06,67.78
Canada,2022,7.23,36640.25,0.11,67.39,0.94,0.16,0.42,4.15,0.87,665322869,48.06,8.6,0.18,61.03,42.65,3.06,77.15,5.27,48.76,74.68,0.31,96.02
Canada,2014,5.26,4217.84,0.18,60.16,0.81,0.27,0.39,17.4,0.67,384343267,61.0,7.71,0.04,82.41,48.48,7.92,42.99,5.18,79.23,27.41,0.05,71.22
Germany,2017,5.12,50690.39,0.79,76.95,0.35,0.34,0.12,2.58,0.79,987786006,79.38,5.63,0.07,48.43,50.8,3.76,92.32,7.76,89.41,62.91,0.06,94.87
Canada,2021,3.78,39241.91,0.84,54.64,0.81,0.3,0.78,19.36,0.83,212352148,36.62,4.17,0.34,50.23,30.78,6.83,63.8,4.45,53.4,32.37,0.13,88.88
UK,2022,5.13,24837.19,0.55,76.8,0.92,-0.06,0.76,9.53,0.51,974915003,51.54,6.7,0.73,92.59,23.51,8.93,83.21,7.3,67.37,37.38,0.32,85.37
Canada,2014,5.69,1954.0,0.55,78.66,0.95,-0.12,0.25,6.45,0.7,1034560271,49.13,8.2,0.24,59.92,28.75,6.74,65.47,3.46,71.8,76.34,0.23,65.87
South Africa,2020,3.11,35908.46,0.63,54.37,0.68,0.18,0.86,13.11,1.0,1053635788,80.38,8.3,0.39,79.94,43.97,9.79,61.66,6.81,61.48,42.27,0.35,70.49
Australia,2024,5.22,1746.81,0.44,84.19,0.21,-0.06,0.59,4.39,0.82,565968129,76.71,8.18,0.39,91.52,21.62,7.16,62.87,8.65,90.68,60.77,0.82,52.14
Canada,2009,6.91,1071.01,0.68,84.49,0.04,-0.14,0.48,3.3,0.67,359441057,54.01,5.07,0.59,98.39,26.35,4.52,55.42,5.74,65.38,48.49,0.8,68.11
Australia,2017,6.4,37349.82,0.11,82.79,0.15,0.17,0.02,16.9,0.63,253761448,69.87,6.13,0.89,52.62,59.82,8.82,81.29,5.5,94.05,63.47,0.35,91.78
India,2022,6.18,12152.01,0.96,67.36,0.97,0.03,0.38,9.64,0.6,1403794371,53.67,7.07,0.98,47.38,35.29,4.49,89.23,6.24,56.24,32.22,0.66,87.51
USA,2021,7.55,12321.37,0.75,58.61,0.46,0.33,0.64,11.33,0.7,99728784,64.28,7.34,0.6,84.44,39.86,9.77,89.81,7.32,44.03,71.38,0.37,88.8
UK,2013,3.09,39543.02,0.63,70.37,0.85,0.02,0.09,5.18,0.6,1323962414,89.47,5.67,0.51,51.29,20.44,5.82,38.48,5.15,71.62,48.42,0.39,60.64
USA,2018,5.79,4168.13,0.32,64.7,0.47,0.49,0.46,3.11,0.57,172653696,62.13,7.46,0.68,74.81,43.68,9.63,83.3,3.0,85.28,31.64,0.68,60.08
India,2021,6.94,19490.93,0.16,57.21,0.66,0.33,0.99,8.62,0.68,1377251037,89.31,6.95,0.67,71.96,33.01,3.47,44.0,6.01,61.36,12.67,0.38,81.84
UK,2008,5.71,9816.48,0.41,64.83,0.02,-0.16,0.72,11.11,0.8,820972094,74.83,6.83,0.52,73.6,41.21,2.09,30.85,5.52,50.18,10.92,0.55,81.26
Germany,2022,4.62,35230.41,0.66,73.24,0.25,0.16,0.55,15.78,0.57,244323514,37.24,7.32,0.74,78.99,41.04,3.57,49.28,6.2,80.6,34.74,0.12,59.37
Germany,2024,3.68,40044.14,0.63,52.48,0.44,0.19,0.53,11.02,0.52,959407250,77.76,7.02,0.49,91.05,58.7,2.79,50.5,7.29,54.9,25.1,0.54,84.54
Australia,2019,7.44,43547.02,0.38,61.67,0.63,0.29,0.04,16.09,0.52,652805786,39.68,4.83,1.0,56.31,30.73,7.87,86.69,4.7,82.34,13.69,0.74,68.06
India,2015,5.35,16058.64,0.61,50.62,0.17,0.15,0.96,4.08,0.63,964343259,61.94,8.37,0.05,73.31,42.82,4.12,81.97,6.03,54.43,48.7,0.89,92.57
Australia,2016,7.39,6265.74,0.81,76.23,0.76,0.14,0.93,3.15,0.6,869106849,66.79,5.2,0.44,60.2,35.26,7.12,35.93,4.52,70.65,79.22,0.15,67.49
France,2013,5.93,5642.34,0.03,72.42,0.36,0.06,0.68,4.86,0.77,731122308,83.53,7.72,0.4,59.12,36.88,7.35,52.82,5.76,88.82,39.56,0.41,61.04
Canada,2017,6.37,26142.94,0.45,52.19,0.82,-0.01,0.1,15.9,0.73,132538617,42.63,4.88,0.77,41.23,22.22,7.51,47.59,5.07,51.25,48.65,0.49,59.4
Brazil,2019,7.02,56804.82,0.76,83.77,0.1,0.46,0.21,15.67,0.66,625192105,82.56,7.3,0.19,75.96,47.54,8.66,71.68,5.21,85.14,25.39,0.9,93.11
France,2019,6.3,13846.01,0.55,50.79,0.68,0.02,0.18,4.54,0.92,281505554,86.07,8.48,0.43,98.35,27.81,3.19,67.91,6.48,54.6,24.34,0.26,91.28
Canada,2009,4.99,16147.75,0.65,70.65,0.29,-0.16,0.52,2.56,0.75,256063374,35.37,4.05,0.7,85.68,38.74,2.4,77.52,7.14,76.34,32.99,0.17,70.44
UK,2023,5.57,6952.44,0.52,77.17,0.8,-0.08,0.21,14.34,0.55,1355408736,83.12,8.9,0.6,54.57,37.37,2.24,93.75,3.08,53.4,68.45,0.14,61.55
Australia,2024,7.02,36728.65,0.99,77.58,0.4,0.4,0.7,17.4,0.65,720839260,45.55,4.15,0.55,82.97,38.73,2.83,59.48,8.26,46.3,77.24,0.15,63.66
UK,2018,4.87,41112.5,0.05,51.2,0.67,0.21,0.55,15.57,0.99,508284938,34.86,4.06,0.43,57.84,35.02,5.03,75.91,5.19,76.52,61.78,0.87,68.48
UK,2021,4.94,38932.94,0.49,81.72,0.93,0.35,0.02,5.65,0.99,505526654,87.51,8.29,0.75,85.22,29.7,9.74,94.28,6.86,72.72,11.44,0.62,52.13
Canada,2022,3.48,51806.68,0.09,82.15,0.02,0.37,0.74,12.51,0.63,147968746,53.53,7.54,0.65,91.3,37.95,4.83,67.92,3.73,62.08,40.69,0.42,53.23
India,2007,7.57,29699.12,0.16,69.65,0.01,0.38,0.19,15.63,0.58,702269253,67.38,4.53,0.87,60.06,21.85,5.62,51.58,6.43,42.02,39.45,0.87,94.52
Canada,2006,3.46,8932.97,0.38,66.87,0.77,0.19,0.82,6.6,0.75,706580625,63.17,8.69,0.73,40.13,29.69,8.52,58.2,7.07,66.14,75.46,0.3,86.77
China,2005,6.24,18074.9,0.16,51.57,0.65,-0.08,0.36,11.5,0.74,1069933894,42.79,7.36,0.14,58.3,51.39,9.35,82.82,3.94,48.18,62.19,0.93,89.07
Germany,2014,5.07,40083.37,0.96,69.67,0.29,-0.1,0.34,7.66,0.71,399083956,70.17,4.56,0.62,52.35,53.71,9.77,80.4,8.47,59.77,60.01,0.76,72.97
